human,mouse
IGHV4-34,Ighv12-3
IGHV4-34,Ighv3-1
FAM210A,Fam210a
TMSB4X,Tmsb4x
MAX,Max
RNMT,Rnmt
RAB15,Rab15
TEX10,Tex10
TINAGL1,Tinagl1
DSEL,Dsel
AKR1C1,Akr1c20
AKR1C1,Akr1c18
AKR1C1,Akr1c12
AKR1C1,Akr1c13
AKR1C1,Akr1c19
AKR1C1,Akr1c14
AKR1C1,Akr1c21
AKR1C1,Akr1c6
AKR1C1,Akr1cl
TUSC1,Tusc1
TPTE,Tpte
ASAH2B,Asah2
THEG,Theg
MYOM1,Myom1
RCL1,Rcl1
OR13C2,Olfr271-ps1
ADAP2,Adap2
BRD3,Brd3
ACADVL,Acadvl
R3HDML,R3hdml
SLC25A36,Slc25a36
LRRC28,Lrrc28
ZNF235,Zfp114
ZNF235,Zfp235
ZNF235,Zfp93
ZNF235,Zfp109
ZNF235,Zfp108
IGFBP5,Igfbp5
PDX1,Pdx1
DDIT4,Ddit4
DOCK3,Dock3
RCC2,Rcc2
CUZD1,Cuzd1
RGN,Rgn
PHF2,Phf2
INF2,Inf2
TRIM34,Trim34a
TRIM34,Trim34b
CISH,Cish
VPS8,Vps8
OR52B6,Olfr650-ps1
PABPC5,Pabpc5
CCDC51,Ccdc51
FIBCD1,Fibcd1
GTPBP6,Gtpbp6
MCUB,Mcub
MED21,Med21
PLXDC2,Plxdc2
SLAMF7,Slamf7
ATG7,Atg7
EXOC1,Exoc1
CPXCR1,Cpxcr1
CRACR2A,Cracr2a
PLK1,Plk1
PSAPL1,Psapl1
IGHV1-69D,Ighv1-39
IGHV1-69D,Ighv1-12
IGHV1-69D,Ighv14-3
IGHV1-69D,Ighv1-5
IGHV1-69D,Ighv1-42
IGHV1-69D,Ighv1-72
IGHV1-69D,Ighv1-62-2
IGHV1-69D,Ighv1-4
IGHV1-69D,Ighv1-23
IGHV1-69D,Ighv1-47
IGHV1-69D,Ighv1-59
IGHV1-69D,Ighv1-58
IGHV1-69D,Ighv1-31
IGHV1-69D,Ighv1-50
IGHV1-69D,Ighv1-62-1
IGHV1-69D,Ighv1-55
IGHV1-69D,Ighv1-84
IGHV1-69D,Ighv1-54
IGHV1-69D,Ighv1-66
IGHV1-69D,Ighv1-34
IGHV1-69D,Ighv1-71
IGHV1-69D,Ighv1-43
IGHV1-69D,Ighv15-2
IGHV1-69D,Ighv1-53
IGHV1-69D,Ighv1-7
IGHV1-69D,Ighv1-56
IGHV1-69D,Ighv1-63
IGHV1-69D,Ighv1-69
IGHV1-69D,Ighv1-20
IGHV1-69D,Ighv1-61
IGHV1-69D,Ighv14-4
IGHV1-69D,Ighv1-77
IGHV1-69D,Ighv1-74
IGHV1-69D,Ighv1-62-3
IGHV1-69D,Ighv1-9
IGHV1-69D,Ighv14-2
IGHV1-69D,Ighv1-15
IGHV1-69D,Ighv14-1
IGHV1-69D,Ighv1-64
CHL1,Chl1
COX7C,Cox7c
RP11-345F18.1,Gm7271
SERPINA10,Serpina10
ALS2CL,Als2cl
CAPZA3,Capza3
SOWAHB,Sowahb
HORMAD1,Hormad1
FAM117B,Fam117b
PRMT8,Prmt8
COL16A1,Col16a1
TLDC2,Tldc2
SFT2D3,Sft2d3
NEMF,Nemf
MZT2A,Mzt2
GNAZ,Gnaz
IGLC7,Iglc1
IGLC7,Iglc2
IGLC7,Igll1
IGLC7,Iglc4
IGLC7,Iglc3
WDR31,Wdr31
CENPK,Cenpk
PFKFB3,Pfkfb3
ACRBP,Acrbp
LPAR5,Lpar5
CLDN17,Cldn17
CHST3,Chst3
MYL12A,Myl12a
CREB3,Creb3
TMEM87A,Tmem87a
DPYSL5,Dpysl5
AC005943.2,Uqcr11
CCDC158,Ccdc158
FBLN2,Fbln2
GPN1,Gpn1
SUPT7L,Supt7l
IL17RE,Il17re
USP6NL,Usp6nl
FGF9,Fgf9
USP12,Usp12
RBM17,Rbm17
PDS5B,Pds5b
MICU2,Micu2
MYLPF,Mylpf
HLA-DQA1,H2-Aa
SEC61G,Sec61g
ATP6V0B,Atp6v0b
MBD3L3,Mbd3l2
SLC9A2,Slc9a2
ADGRF1,Adgrf1
SOS2,Sos2
LIPA,Lipa
APOC2,Apoc2
APOC2,Gm44805
ZNF74,Gm10139
ZNF99,Zfp759
ZNF99,Zfp729b
ZNF99,Zfp729a
ZNF99,Zfp458
AC007040.11,Tex261
EGF,Egf
TPRN,Tprn
SIKE1,Sike1
OR10J3,Olfr218
OR10J3,Olfr1404
DIAPH3,Diaph3
HDGFL1,Hdgfl1
NR2F1,Nr2f1
MRPL34,Mrpl34
ENAM,Enam
NECTIN3,Nectin3
AMBN,Ambn
NDUFV2,Ndufv2
POLR3D,Polr3d
HOXC10,Hoxc10
POU3F1,Pou3f1
LAMP2,Lamp2
HOXC4,Hoxc4
GSC2,Gsc2
CD207,Cd207
SIGLEC6,Siglecf
KATNAL2,Katnal2
ACKR1,Ackr1
MFSD10,Mfsd10
CHRNE,Chrne
GAPDH,Gm11214
GAPDH,Gm15294
GAPDH,Gapdh
GAPDH,Gm10358
GAPDH,Gm12117
GAPDH,Gm3839
LSM3,Lsm3
POLK,Polk
CISD2,Cisd2
RNF20,Rnf20
RNASE6,Rnase6
IGHV3OR16-10,Ighv5-17
IGHV3OR16-10,Ighv5-6
IGHV3OR16-10,Ighv5-9-1
IGHV3OR16-10,Ighv5-12
IGHV3OR16-10,Ighv5-9
IGHV3OR16-10,Ighv5-16
IGHV3OR16-10,Ighv5-15
IGHV3OR16-10,Ighv5-4
IGHV3OR16-8,Ighv5-17
IGHV3OR16-8,Ighv5-6
IGHV3OR16-8,Ighv5-9-1
IGHV3OR16-8,Ighv5-12
IGHV3OR16-8,Ighv5-9
IGHV3OR16-8,Ighv5-16
IGHV3OR16-8,Ighv5-15
IGHV3OR16-8,Ighv5-4
C16orf78,4933402J07Rik
SSU72,Ssu72
CFI,Cfi
KTN1,Ktn1
TMEM41B,Tmem41b
PKN1,Pkn1
OR4F21,Olfr1303
UBA7,Uba7
AGBL1,Agbl1
AKR1C4,Akr1c20
AKR1C4,Akr1c18
AKR1C4,Akr1c12
AKR1C4,Akr1c13
AKR1C4,Akr1c19
AKR1C4,Akr1c14
AKR1C4,Akr1c21
AKR1C4,Akr1c6
AKR1C4,Akr1cl
CNMD,Cnmd
STK17B,Stk17b
CCDC94,Ccdc94
DENND5A,Dennd5a
MAB21L2,Mab21l2
SIGLEC10,Siglecg
C1D,C1d
SYT9,Syt9
EGFL6,Egfl6
QARS,Qars
SERF1A,Serf1
PRDM2,Prdm2
VMO1,Vmo1
AP2B1,Ap2b1
JTB,Jtb
FAM212A,Fam212a
SFN,Sfn
MAMSTR,Mamstr
BUB1,Bub1
SERPINA6,Serpina6
ADH5,Adh5
GALNT6,Galnt6
SPEF1,Spef1
LARP1B,Larp1b
CACFD1,Cacfd1
WNK2,Wnk2
GSTM5,Gstm3
GSTM5,Gstm2
GSTM5,Gstm4
GSTM5,Gstm6
GSTM5,Gstm1
GSTM5,Gstm7
GSTM5,Gm6665
CLIC4,Clic4
GRIN1,Grin1
IL16,Il16
LRRC56,Lrrc56
NLRP1,Nlrp1b
NLRP1,Nlrp1a
OR10A4,Olfr17
SATB1,Satb1
SEC24B,Sec24b
FAM72C,Fam72a
ARHGDIG,Arhgdig
ITGAD,Itgad
STOML3,Stoml3
HRAS,Hras
TPRKB,Tprkb
MROH7-TTC4,Mroh7
UBA2,Uba2
PBX2,Pbx2
PRX,Prx
IGHV3-35,Ighv5-17
IGHV3-35,Ighv5-6
IGHV3-35,Ighv5-9-1
IGHV3-35,Ighv5-12
IGHV3-35,Ighv5-9
IGHV3-35,Ighv5-16
IGHV3-35,Ighv5-15
IGHV3-35,Ighv5-4
NFATC1,Nfatc1
APMAP,Apmap
PCSK1N,Pcsk1n
APOO,Apoo-ps
APOO,Apoo
GBA2,Gba2
ADAMTS3,Adamts3
TLR7,Tlr7
TEC,Tec
FNTB,Fntb
LRCH1,Lrch1
PDPN,Pdpn
CHURC1,Churc1
MRPL39,Mrpl39
MEX3D,Mex3d
LTBP2,Ltbp2
LRRC9,Lrrc9
ZNF414,Zfp414
CCDC121,Ccdc121
CCDC121,Gm6588
CCDC121,Gm6583
CCDC121,4930548H24Rik
A1CF,A1cf
SLC4A1AP,Slc4a1ap
ECHDC3,Echdc3
SAMD11,Samd11
ZNF512,Zfp512
FAM84A,Fam84a
IGHV1OR15-1,Ighv1-39
IGHV1OR15-1,Ighv1-12
IGHV1OR15-1,Ighv14-3
IGHV1OR15-1,Ighv1-5
IGHV1OR15-1,Ighv1-42
IGHV1OR15-1,Ighv1-72
IGHV1OR15-1,Ighv1-62-2
IGHV1OR15-1,Ighv1-4
IGHV1OR15-1,Ighv1-23
IGHV1OR15-1,Ighv1-47
IGHV1OR15-1,Ighv1-59
IGHV1OR15-1,Ighv1-58
IGHV1OR15-1,Ighv1-31
IGHV1OR15-1,Ighv1-50
IGHV1OR15-1,Ighv1-62-1
IGHV1OR15-1,Ighv1-55
IGHV1OR15-1,Ighv1-84
IGHV1OR15-1,Ighv1-54
IGHV1OR15-1,Ighv1-66
IGHV1OR15-1,Ighv1-34
IGHV1OR15-1,Ighv1-71
IGHV1OR15-1,Ighv1-43
IGHV1OR15-1,Ighv15-2
IGHV1OR15-1,Ighv1-53
IGHV1OR15-1,Ighv1-7
IGHV1OR15-1,Ighv1-56
IGHV1OR15-1,Ighv1-63
IGHV1OR15-1,Ighv1-69
IGHV1OR15-1,Ighv1-20
IGHV1OR15-1,Ighv1-61
IGHV1OR15-1,Ighv14-4
IGHV1OR15-1,Ighv1-77
IGHV1OR15-1,Ighv1-74
IGHV1OR15-1,Ighv1-62-3
IGHV1OR15-1,Ighv1-9
IGHV1OR15-1,Ighv14-2
IGHV1OR15-1,Ighv1-15
IGHV1OR15-1,Ighv14-1
IGHV1OR15-1,Ighv1-64
ENHO,Enho
TM9SF2,Tm9sf2
ITPR1,Itpr1
ATP10A,Atp10a
NOC2L,Noc2l
MAP1A,Map1a
IGHV4OR15-8,Ighv3-5
IGHV4OR15-8,Ighv3-6
IGHV4OR15-8,Ighv3-8
IGHV4OR15-8,Ighv3-4
IGHV4OR15-8,Ighv3-3
IGHV4OR15-8,Ighv12-3
IGHV4OR15-8,Ighv3-1
KL,Kl
RBM6,Rbm6
IGFLR1,Igflr1
SH3GL2,Sh3gl2
ERGIC2,Ergic2
EXOSC6,Exosc6
MTHFD2L,Mthfd2l
MINDY3,Fam188a
TIMM8A,Timm8a1
TRIO,Trio
KCNC3,Kcnc3
C1QC,C1qc
FMO1,Fmo1
CLEC9A,Clec9a
STOX2,Stox2
C6orf106,D17Wsu92e
CHAF1A,Chaf1a
VAT1L,Vat1l
CCDC12,Ccdc12
RP11-468E2.4,Rnf31
SLC25A34,Slc25a34
TRIML1,Triml1
LY6G6F,Ly6g6f
CXCR2,Cxcr1
MRPS35,Mrps35
CCL2,Ccl2
BORCS8-MEF2B,Borcs8
BORCS8-MEF2B,Mef2b
MIB1,Mib1
OAT,Oat
KIF12,Kif12
RFX2,Rfx2
TPGS2,Tpgs2
CLHC1,Clhc1
SUPT16H,Supt16
FAM234B,Fam234b
DISP3,Disp3
CEBPZOS,Cebpzos
APOBEC1,Apobec1
OPTN,Optn
CC2D1B,Cc2d1b
RP11-257K9.8,Khdc1a
RP11-257K9.8,Khdc1c
RP11-257K9.8,Khdc1b
ZFYVE9,Zfyve9
SPATA31A7,Spata31
IGBP1,Igbp1
CST3,Cst3
PRKRA,Prkra
TMEM106B,Tmem106b
HS2ST1,Hs2st1
CNOT7,Cnot7
ANKDD1B,Ankdd1b
RP11-811O14.1,Gm45261
CHID1,Chid1
SPATA3,Spata3
DEDD,Dedd
LYSMD4,Lysmd4
SMC6,Smc6
ADRA1D,Adra1d
ZNF112,Zfp112
ZNF35,Zfp105
KIAA0825,2210408I21Rik
SPZ1,Spz1
OR12D3,Olfr109
CAMK2N2,Camk2n2
IL5RA,Il5ra
CARD11,Card11
DCTN1,Dctn1
CT47B1,Gm6268
TDRD3,Tdrd3
GOLGA8A,Golga2
DOK5,Dok5
SLC6A6,Slc6a6
BHLHE23,Bhlhe23
BARD1,Bard1
PLXND1,Plxnd1
MID1IP1,Mid1ip1
IST1,Ist1
UBE2I,Ube2i
IQCF5,Iqcf5
IGFBP4,Igfbp4
IQCF1,Iqcf1
PFDN4,Pfdn4
OR3A1,Olfr410
OR3A1,Olfr401
OR3A1,Olfr402
ABR,Abr
OR11H7,Olfr748
OR11H7,Olfr746
ALDH3A2,Aldh3a2
ELAC2,Elac2
FRAS1,Fras1
MRS2,Mrs2
RNF224,Rnf224
ETS2,Ets2
CYSRT1,Cysrt1
CYP4V2,Cyp4v3
MYOCD,Myocd
MDC1,Mdc1
GAD1,Gad1
NMS,Nms
EBF3,Ebf3
OR1A2,Olfr403
OR1A2,Olfr43
PTGES2,Ptges2
CD177,Cd177
CLCA2,Clca2
FAM124B,Fam124b
OR13C8,Olfr272
PIH1D3,Pih1h3b
PIH1D3,Pih1d3
NDUFS5,Ndufs5
AKT1,Akt1
CIDEB,Cideb
VSNL1,Vsnl1
LTB4R2,Ltb4r2
RHO,Rho
ZNF175,Zfp719
ZNF175,Zfp715
ZNF175,Zfp819
ZNF175,Zfp658
LTB4R,Ltb4r1
NOP9,Nop9
SPTLC3,Sptlc3
PYM1,Pym1
NDOR1,Ndor1
HERPUD2,Herpud2
FGF20,Fgf20
NIPBL,Nipbl
SEC16A,Sec16a
SLC22A18,Slc22a18
OCA2,Oca2
RCN3,Rcn3
TOP2A,Top2a
CPHXL,Cphx3
CPHXL,Cphx2
CPHXL,Cphx1
RBM15,Rbm15
DCAF4,Dcaf4
ANGPTL7,Angptl7
ISG20L2,Isg20l2
CCDC151,Ccdc151
SYCP1,Sycp1
OR13F1,Olfr275
CUL4B,Cul4b
KCNC4,Kcnc4
KIAA0430,Marf1
DLG4,Dlg4
NACAD,Nacad
TUBB6,Tubb6
RPS27,Rps27
IFIT1B,Ifit1bl1
IFIT1B,Ifit1bl2
IFIT1B,Ifit1
R3HCC1L,R3hcc1l
UMODL1,Umodl1
AFG3L2,Afg3l2
RNF167,Rnf167
TMEM14B,Tmem14c
C4orf17,4930579F01Rik
FXR1,Fxr1
DNAJC5,Dnajc5
RP11-231I13.2,Gm765
VRK1,Vrk1
MOK,Mok
EIF2B5,Eif2b5
SLCO1B1,Slco1b2
SLC22A23,Slc22a23
KLHL31,Klhl31
OR2W1,Olfr1369-ps1
OR2W1,Olfr263
APOC4,Apoc4
STRN,Strn
IL18RAP,Il18rap
PSMG4,Psmg4
REEP1,Reep1
ADGRB2,Adgrb2
FITM2,Fitm2
EDNRA,Ednra
RNF144A,Rnf144a
FAM13A,Fam13a
MSR1,Msr1
WDR20,Wdr20rt
WDR20,Wdr20
SHISA5,Shisa5
CH507-9B2.5,Pwp2
DET1,Det1
CDIP1,Cdip1
MYO1D,Myo1d
MVP,Mvp
WWP2,Wwp2
MRPS11,Mrps11
CH507-9B2.3,D10Jhu81e
USP49,Usp49
RP11-195F19.5,AC087559.2
RP11-195F19.5,Gm21953
RP11-195F19.5,Gm20878
RP11-195F19.5,Gm21586
PIANP,Pianp
CYB5R2,Cyb5r2
SRL,Srl
TRMT13,Trmt13
SKIDA1,Skida1
DPH2,Dph2
ATP13A5,Atp13a5
GALK2,Galk2
TRIM42,Trim42
ZNF169,Zfp169
C16orf58,BC017158
IL17RC,Il17rc
COL4A3BP,Col4a3bp
GABARAP,Gabarap
SLC7A5,Slc7a5
SDHAF1,Sdhaf1
MMP19,Mmp19
NAIP,Naip6
NAIP,Naip5
NAIP,Naip2
NAIP,Naip1
IPO7,Ipo7
DNMT3B,Dnmt3b
ITLN1,Itln1
C4orf33,D3Ertd751e
TMEM222,Tmem222
DPEP1,Dpep1
BARX1,Barx1
FRYL,Fryl
USP53,Usp53
TJP2,Tjp2
RASA1,Rasa1
NFE2L2,Nfe2l2
CLRN3,Clrn3
C4orf51,1700011L22Rik
SEC23IP,Sec23ip
SF3A3,Sf3a3
ABAT,Abat
CPNE4,Cpne4
OSTN,Ostn
OR10AD1,Olfr287
OR10AD1,Olfr288
PADI4,Padi4
CITED1,Cited1
UBQLNL,Ubqlnl
DBH,Dbh
LHFPL4,Lhfpl4
MYOZ2,Myoz2
MRAS,Mras
TMEM214,Tmem214
ERCC6L,Ercc6l
PAN2,Pan2
MSRA,Msra
TRIM6,Trim6
PHRF1,Phrf1
KBTBD13,Kbtbd13
CLDN4,Cldn4
MAPKAPK3,Mapkapk3
TTC21B,Ttc21b
CWF19L1,Cwf19l1
WTIP,Wtip
HERC6,Herc6
KRTAP11-1,Krtap11-1
HBG2,Hbb-bh1
OR51M1,Olfr631
KRTAP8-1,Krtap8-1
SLC9A1,Slc9a1
SNAPC4,Snapc4
FAM46B,Fam46b
MC5R,Mc5r
MKKS,Mkks
SHD,Shd
SHROOM4,Shroom4
SRM,Srm
TMA7,Tma7
PARD3,Pard3
KCNJ6,Kcnj6
FOXI2,Foxi2
CDH13,Cdh13
PTCHD3,Ptchd3
SPTBN4,Sptbn4
ZKSCAN4,Zkscan3
ZKSCAN4,Zkscan4
LIX1,Lix1
ID4,Id4
NKAPL,Nkapl
COL9A3,Col9a3
PEX5L,Pex5l
RNASE12,Rnase12
NECTIN2,Nectin2
JADE3,Jade3
ACP1,Acp1
ZNF45,Zfp94
TRMT2A,Trmt2a
ADD1,Add1
ZFP28,Zfp28
C2orf73,4930505A04Rik
COMMD7,Commd7
CCNB3,Ccnb3
COL9A2,Col9a2
PLD2,Pld2
ABHD11,Abhd11
ZBTB33,Zbtb33
ZSCAN26,Zscan26
BHMT2,Bhmt2
NADK2,Nadk2
MARCH4,March4
HOXA10-HOXA9,Hoxa9
HOXA9,Hoxa9
TMSB10,Gm9844
IGHV2OR16-5,Ighv8-12
IGHV2OR16-5,Ighv8-2
IGHV2OR16-5,Ighv8-6
IGHV2OR16-5,Ighv8-8
IGHV2OR16-5,Ighv8-13
IGHV2OR16-5,Ighv8-5
IGHV2OR16-5,Ighv8-4
IGHV2OR16-5,Ighv8-11
IGHV2OR16-5,Ighv8-9
PGBD1,Pgbd1
FXN,Fxn
SLC2A6,Slc2a6
HBG1,Hbb-bh1
HOXA10,Hoxa10
DCTN3,Dctn3
DNAH12,Dnah12
LAG3,Lag3
RANBP1,Ranbp1
DMGDH,Dmgdh
MITF,Mitf
GOLGA4,Golga4
DCBLD2,Dcbld2
ASIC5,Asic5
TCFL5,Tcfl5
TDO2,Tdo2
SMAD1,Smad1
DROSHA,Drosha
PADI1,Padi1
PERM1,Perm1
LMX1A,Lmx1a
FBXO27,Fbxo27
RCAN2,Rcan2
GZMM,Gzmm
C10orf120,4933402N03Rik
BAG3,Bag3
BHMT,Gm5096
BHMT,Bhmt
CSN3,Csn3
RPL37A,Rpl37a
TMEM255A,Tmem255a
IKZF2,Ikzf2
LY9,Ly9
LHFP,Lhfp
CSF1,Csf1
AMY2A,Amy2a4
AMY2A,Amy2a2
AMY2A,Amy2a3
AMY2A,Amy1
AMY2A,Amy2a1
AMY2A,Amy2a5
MORC1,Morc1
SOX11,Sox11
SECISBP2L,Secisbp2l
ST3GAL6,St3gal6
RP11-548K23.11,Pi4k2a
PI4K2A,Pi4k2a
STK38L,Stk38l
SMARCAL1,Smarcal1
CDNF,Cdnf
MORN4,Morn4
IQCG,Iqcg
UBE2D4,Ube2d4
SH3YL1,Sh3yl1
HSPA14,Hspa14
RP11-347C12.3,Sgf29
WRAP73,Wrap73
HOGA1,Hoga1
KCNIP3,Kcnip3
DUSP11,Dusp11
C10orf62,4933411K16Rik
CABS1,Cabs1
DGKK,Dgkk
ING4,Ing4
FBXO34,Fbxo34
IGF1R,Igf1r
SPDYE1,Spdye4a
SPDYE1,Spdye4b
MAGEA11,Magea1
MAGEA11,Magea10
MAGEA11,Magea8
MAGEA11,Magea2
MAGEA11,Magea6
MAGEA11,3830417A13Rik
MAGEA11,1700080O16Rik
MAGEA11,Magea3
MAGEA11,Magea5
MAGEA11,Magea4
LAGE3,Lage3
SULT1A3,Sult1a1
CLUH,Cluh
SLC51B,Slc51b
ARPP19,Arpp19
PLXNA3,Plxna3
GFER,Gfer
KDF1,Kdf1
RASL12,Rasl12
TAS2R42,Tas2r131
RPL35A,Rpl35a
RP11-398C13.8,Gm45902
NOXO1,Noxo1
PLOD2,Plod2
DNAJC12,Dnajc12
SAP130,Sap130
CD63,Cd63
RASIP1,Rasip1
SLX1A,Slx1b
RP11-77K12.1,Tmem170
CREBBP,Crebbp
SLAIN2,Slain2
FAM120A,Fam120a
PPWD1,Ppwd1
SPTSSB,Sptssb
BOLA2B,Bola2
CFDP1,Cfdp1
C18orf21,2700062C07Rik
ATG14,Atg14
STAG1,Stag1
IL1R1,Il1r1
OTOL1,Otol1
PGPEP1L,Pgpep1l
TBPL2,Tbpl2
BSG,Bsg
PARP11,Parp11
TBL3,Tbl3
SYNM,Synm
PCGF3,Pcgf3
RAPGEFL1,Rapgefl1
CYP39A1,Cyp39a1
ZG16,Zg16
GMNC,Gmnc
NEIL3,Neil3
RNU6-529P,Gm23104
RNU5A-7P,Gm23793
RNU5A-7P,Gm22365
RNU6-243P,Gm23166
MEG8_1,Gm27350
RNA5SP115,Gm25554
RNU6-920P,Gm23035
RNU2-1,Gm26316
RNA5SP35,Gm24876
RNU6-536P,Gm22485
SNORD1C,Gm24253
SNORD1C,Snord1b
SNORD1C,Snord1c
RNU6-262P,Gm24391
RNU2-41P,Gm25007
RNU6-1150P,Gm23302
RN7SKP105,Gm22225
RNU6-1257P,Gm24805
U1,Gm23686
RNU6-486P,Gm23302
RNU6-18P,Gm23355
RNA5SP67,n-R5s70
RNU6-198P,Gm23422
RNU6-1028P,Gm24917
RNU6-1028P,Gm23792
SNORA73,Gm26448
SNORA26,Gm24988
RNVU1-17,Gm22042
RNVU1-17,Gm24136
RNVU1-17,Rnu1b6
RNVU1-17,Gm24405
RNVU1-17,Rnu1b1
RNVU1-17,Rnu1b2
RNVU1-17,Gm22614
RNVU1-17,Gm25890
RNVU1-17,Gm26110
RNVU1-17,Gm24830
RNVU1-17,Gm26232
RNU4-25P,Gm23672
RNU6-192P,Gm25784
RNU6-1194P,Gm23504
SNORD17,Snord17
SNORD65,Snord65
CLRN1-AS1,Gm27793
RNA5SP308,Gm23380
RNU6-472P,Gm25812
RN7SL704P,Gm27853
RNU6-1171P,Gm23648
RNU6-1171P,Gm22169
RNU6-485P,Gm22089
SNORA26,Gm24729
RNU6-353P,Gm22550
RNU1-1,Gm22042
RNU1-1,Gm24136
RNU1-1,Rnu1b6
RNU1-1,Gm24405
RNU1-1,Rnu1b1
RNU1-1,Rnu1b2
RNU1-1,Gm22614
RNU1-1,Gm25890
RNU1-1,Gm26110
RNU1-1,Gm24830
RNU1-1,Gm26232
RNU6ATAC14P,Gm24940
RNU6-17P,Gm23355
RNU6-579P,Gm22060
RNU6-487P,Gm26055
RNU6-1286P,Gm25629
DLX6-AS1_2,Gm27905
RNU6-1262P,Gm24962
DLEU2_6,Gm27972
SNORA36A,Gm25520
SNORA61,Gm25105
SNORA61,Gm24900
SNORA61,Gm23836
SNORA61,Snora61
SNORA61,Gm27931
SNORA61,Gm24944
SNORA61,Gm24237
SNORA61,Gm23514
SNORA61,Gm22304
SNORA61,Gm26090
SNORA61,Gm22830
SNORA61,Gm23443
SNORA61,Gm26173
SNORA61,Gm25612
SNORA61,Gm22213
RNU7-197P,Rnu7
RN7SKP285,Gm24057
uc_338,Gm27855
SNORA24,Snora24
RNU6-941P,Gm25257
RNU6-941P,Gm24268
RNU6ATAC20P,Gm22105
RNU6ATAC20P,Gm25338
RNU6ATAC20P,Gm24833
RNU6-652P,Gm23275
RNU6-322P,Gm25257
RNU6-322P,Gm24268
RNU6-433P,Gm22543
RNA5SP98,Gm22076
RNA5S6,Rn5s
RNA5S6,n-R5s139
RNA5S6,n-R5s110
RNA5S6,n-R5s142
SNORD90,Snord90
RNA5S1,n-R5s113
RNU11-6P,Gm22472
RNU11-6P,Gm25097
RN7SL125P,Gm27853
RN7SKP43,Gm25103
RN7SKP54,Gm26323
RNU6-936P,Gm25793
RNU6-916P,Gm24669
RNU6-916P,Rnu6-ps2
RNA5SP317,n-R5s156
RNU6-413P,Gm24686
RNU7-55P,Gm26296
RNU6-416P,Gm22236
RNU6-416P,Gm25518
RNU6-318P,Gm24142
RNU6-166P,Gm22746
RNU6-166P,Gm22950
RNU6-166P,Gm23269
RNU6-166P,Gm25404
RNU6-166P,Gm25126
RN7SKP141,Gm26415
RNU6-141P,Gm26328
RNU6-563P,Gm22733
SNORA50A,Gm26265
RNU6-22P,Gm24267
RNU6-528P,Gm25307
SNORD121A,Gm24837
SNORD121A,Gm23090
RNU6-290P,Gm23506
RNU6-290P,Gm25740
RNU1-6P,Gm25949
RNU1-6P,Gm24788
Vax2os1_3,Gm27893
RNA5SP146,n-R5s196
RNU6-1110P,Gm22500
RNU6-1110P,Gm22245
SNORA36C,Gm23613
RNU1-63P,Gm25556
RNU1-63P,Gm23485
RNU4ATAC,Gm22710
SNORD78,Snord78
SNORA70,Gm22603
RNU6-841P,Gm24661
RNU6-103P,Gm24836
RNU6-937P,Gm24381
RNU6-1138P,Gm24223
RNA5SP414,Gm25180
RNU2-34P,Gm23788
RNU4-31P,Gm25284
RNU2-23P,Gm23628
RNU2-23P,Gm26256
RNU6-871P,Gm24817
RNU7-48P,Gm26296
RNU6-414P,Gm26204
U4,Gm26425
RNU6-980P,Gm25160
RNU6-980P,Gm26008
RNA5SP307,Gm25488
RNU6-85P,Gm23506
RNU6-85P,Gm25740
RNU6-1115P,Gm22078
RNU11-4P,Gm24890
RNU11-4P,Gm25785
RNA5SP334,n-R5s41
RNA5SP334,Gm24649
RN7SL288P,Gm22876
RNU6-471P,Gm22578
RN7SKP236,Gm25655
DLX6-AS1_1,Gm27699
SNORA16A,Gm23454
RNU6ATAC31P,Gm23226
RNU6ATAC31P,Gm23494
RNA5SP356,n-R5s8
RNU6-1201P,Gm22085
SNORD55,Snord55
RN7SL740P,Gm22701
RN7SL344P,Gm27853
RN7SKP96,Gm23426
RNU4-28P,Gm26393
RNU4-28P,Gm25899
RNU6-1032P,Gm23453
SNORD62,Gm24920
SNORD70,Gm26293
SCARNA10,Scarna10
RNU6-233P,Gm22056
SNORD95,Gm23531
RNU6-232P,Gm25897
U2,Gm22768
RNU6-277P,Gm24796
RNU6-277P,Gm25364
RNU1-87P,Gm22868
RNU4-29P,Gm25289
RNU4-29P,Gm25135
RNU4-29P,Gm25300
RNU6-105P,Gm25828
RNA5S10,Gm25212
RNU6ATAC8P,Gm22105
RNU6ATAC8P,Gm25338
RNU6ATAC8P,Gm24833
MIAT_exon5_3,Gm27998
RNU6-1256P,Gm25425
RNU6-650P,Gm23858
Telomerase-vert,1600017P15Rik
Telomerase-vert,Terc
SNORA80B,Gm22748
RNU1-57P,Gm23928
RNU6-1279P,Gm22645
RNU6-1071P,Gm23648
RNU6-1071P,Gm22169
RNU6-853P,Gm22087
ZEB2_AS1_1,Gm27761
RNU6-1060P,Gm26076
7SK,Gm25838
Pinc,Gm27315
RNU6-260P,Gm23326
RN7SKP270,Gm23886
RN7SKP270,Gm23776
RN7SKP270,Gm22665
SNORA73A,Snora73b
SNORA73A,Gm22053
SNORA73A,Snora73a
RNU6-817P,Gm25257
RNU6-817P,Gm24268
RNU6-1125P,Gm23940
RNA5SP177,n-R5s40
RNA5SP177,n-R5s68
RNU1-109P,Gm22054
RNU6-99P,Gm24468
RNU6-99P,Gm26181
WT1-AS_6,Gm27636
SCARNA6,Gm25395
SNORD88A,Snord88c
SNORD88A,Gm25809
SNORD88A,Snord88a
